sample,local_idx,sample_idx,method,reference,Vs1,H,CoV,Vs2,rel_l2_low,rel_l2_low_central,rel_l2_mid,rel_l2_mid_central,rel_l2_high,rel_l2_high_central,rel_l2_all,rel_l2_all_central
17,385,3063,1D Base Case,OpenSees 2-D,162.8854639149095,31.0,0.2589456051588058,961.1735787268042,0.023940165119635,0.0306192053924271,0.7136381503295292,0.7442239457002661,0.651803743474281,0.8072744379002041,0.6921414949484631,0.7448326762842041
17,385,3063,Pretell's approach,OpenSees 2-D,162.8854639149095,31.0,0.2589456051588058,961.1735787268042,0.0088596438315185,0.0049712290646269,0.5960692098904656,0.4315555655417267,0.4405454271368961,0.5559757952978963,0.5668379218595991,0.4498262494172753
17,385,3063,Toro Vs,OpenSees 2-D,162.8854639149095,31.0,0.2589456051588058,961.1735787268042,0.0261512421515507,0.0261512421515507,0.6815651763369632,0.6815651763369632,0.7167490551879088,0.7167490551879088,0.6778774360887935,0.6778774360887935
17,385,3063,Passeri tts,OpenSees 2-D,162.8854639149095,31.0,0.2589456051588058,961.1735787268042,0.0306014578541396,0.0306014578541396,0.7355991721449463,0.7355991721449463,0.8007829217150612,0.8007829217150612,0.736747361792523,0.736747361792523
17,385,3063,Pretell,OpenSees 2-D,162.8854639149095,31.0,0.2589456051588058,961.1735787268042,0.0163410376030979,0.0163410376030979,0.5946321065258322,0.5946321065258322,0.6745968194015375,0.6745968194015375,0.6008457502087372,0.6008457502087372
18,332,2569,GINO,OpenSees 2-D,246.08046267776467,92.0,0.2468729285523295,1118.5697265269964,0.0674548561414555,0.0533370368041356,0.2742934586044789,0.2947308784349121,0.4892752381404862,0.3237951165835054,0.3078396299625943,0.2817111308396918
18,332,2569,1D Base Case,OpenSees 2-D,246.08046267776467,92.0,0.2468729285523295,1118.5697265269964,0.1930226829414628,0.1915774630587617,0.696136886414866,0.6959105779746101,0.6267123605685828,0.621751561082833,0.6469457412915091,0.6458913257579229
18,332,2569,Pretell's approach,OpenSees 2-D,246.08046267776467,92.0,0.2468729285523295,1118.5697265269964,0.1077041308655331,0.0394125405962725,0.5215860525744414,0.4531859926118824,0.4139621790679889,0.3255684016161339,0.4750437603422273,0.4087991205989758
18,332,2569,Toro Vs,OpenSees 2-D,246.08046267776467,92.0,0.2468729285523295,1118.5697265269964,0.1371141096943698,0.1371141096943698,0.5159292052569084,0.5159292052569084,0.5101990823413741,0.5101990823413741,0.4856314091406234,0.4856314091406234
18,332,2569,Passeri tts,OpenSees 2-D,246.08046267776467,92.0,0.2468729285523295,1118.5697265269964,0.1911753349450355,0.1911753349450355,0.6761726269658481,0.6761726269658481,0.6093732895559549,0.6093732895559549,0.628464647011725,0.628464647011725
18,332,2569,Pretell,OpenSees 2-D,246.08046267776467,92.0,0.2468729285523295,1118.5697265269964,0.0018309499570435,0.0018309499570435,0.2201349637142396,0.2201349637142396,0.5280867218254942,0.5280867218254942,0.2738476979338582,0.2738476979338582
19,790,6073,GINO,OpenSees 2-D,185.7519503247115,55.0,0.2536833180114627,944.8379616276762,0.0768887926054276,0.094916912855392,0.2694896152646909,0.2750471117384266,0.4021496494420233,0.4056753339063303,0.3041226882661241,0.309962865003021
19,790,6073,1D Base Case,OpenSees 2-D,185.7519503247115,55.0,0.2536833180114627,944.8379616276762,0.0344765515174702,0.0298450483492667,0.4324602755478189,0.4282414278873065,0.5477817458208143,0.5266025591011525,0.4546295846126358,0.4457629943559227
19,790,6073,Pretell's approach,OpenSees 2-D,185.7519503247115,55.0,0.2536833180114627,944.8379616276762,0.0274284338566577,0.0302942903437877,0.3952832822238794,0.341720670801924,0.3399499493086969,0.3969861717001632,0.3701360611241878,0.3484108477139221
19,790,6073,Toro Vs,OpenSees 2-D,185.7519503247115,55.0,0.2536833180114627,944.8379616276762,0.0122261015997782,0.0122261015997782,0.484492000410285,0.484492000410285,0.5837982389494332,0.5837982389494332,0.5004423809094418,0.5004423809094418
19,790,6073,Passeri tts,OpenSees 2-D,185.7519503247115,55.0,0.2536833180114627,944.8379616276762,0.0297425684114293,0.0297425684114293,0.4157482463249152,0.4157482463249152,0.5256385612915283,0.5256385612915283,0.4374206541257436,0.4374206541257436
